	Movie	Review	Predicted
109	Grindhouse	You'll get your money's worth with this one.  PLANET TERROR is gross, silly, and a lot of fun.  After some great fake trailers DEATH PROOF sorta slows the whole thing down. The inconsistent tone and pace may be intentional, but the long dialogue scenes feel out of place, and the first batch of unlikeable characters are developed for too long.  Fortunately it leads up to a decent car chase and a what the hell was that kind of ending.  Overall, GRINDHOUSE mostly succeeds with the theme.	0
110	Raiders of the Lost Ark	Outstanding, rip-roaring adventure still feels fresh and contemporary 30+ years later, anchored by Ford's authoritative, iconic performance as a kind of messy, capable but clumsy everyman spin on Bond, and the directorial smarts of Spielberg who keeps things moving at a break-neck speed while stopping just shy of exhausting his audience. Atmospheric photography and vivid location shooting also a definite plus. If the plotting is a little thin at times, it would seem foolish to complain.	1
111	Transformers: Revenge of the Fallen	Phenomenally, incredibly bad. The editing is a mess, the story is weak (and once again takes things from canon only to twist them into something random), and it's full of inexplicable and unappealing elements: several Decepticons can now spit, there's robot humping, robot balls, the insulting and stupid twins, and then there's the Matrix of Leadership, which disappears when you touch it because you don't physically need it, except for later when it reappears because you do. Unbelievable.	0
112	Star Wars: Episode II - Attack of the Clones	Managed the seemingly impossible feat of not meeting the lowest expectations I've ever had for a movie. Like expecting to be diagnosed with stomach cancer only to find out you've been impregnated by a xenomorph.	1
113	Nymphomaniac: Volume 1	"Unlike your cock it will definitely grow on you. Unlike most cocks it is way to long.
Unlike anyones cock it needs an extra viewing."	2
114	Warrior	Imagine the pitch meeting: It's not just an underdog sports story -- it's a DOUBLE underdog sports story! . . . I dunno. Where's the sentiment? . . . They're brothers! . . . Gonna need more . . . Their estranged father is the grizzled trainer! . . . More . . . One of them's a war hero! . . . More . . . The other's a public school teacher that can't pay his mortgage! . . . More . . . The war hero sends money to his dead friend's wife! . . . You get the picture.	2
115	The Help	Oh my God... Probably the most pushing-all-the-right-sentimental-buttons movie in years, with an all-star line-up of card-board characters presented by actors over-acting in the extreme. It works occasionally but this is by heart a TV movie.  	2
116	Falling Down	A compelling and somewhat sad story about what happens when stress just becomes too much for one man on a sunny morning in California. This is definitely one of Michael Douglas' most powerful performances, and the supporting actors hold up well, too.	2
117	Patch Adams	Ironically, this movie about a doctor who celebrates life will make you want to kill yourself.	2
118	Batman v Superman: Dawn of Justice	"Get ready for another Batman origin.....in slow motion!  The writing and creative team take a bunch of concepts and ideas from the comics, don't complete any of them, and jumble together a frankly boring mess.  There were no problems with any of the acting performances, but the writing was complete shit.  Lex Luthor was essentially a Joker clone (which is a crying shame), and all of the shoe-horning of the JL hero stuff was eye-rollingly forced.

I expected little, and Snyder always delivers.
"	0
119	Casablanca	I still get emotional watching this film.  One of the few films that really does live up to its hype.	1
120	Interstellar	A tone-deaf, borderline laughable first hour.  A brilliant, lush, gripping space opera in the middle.  Then one of the most ludicrous, most ill-conceived, most flat-out frigging dumb wrapups you'll ever see.  Might be worth watching for that genuinely awesome midsection, but it's basically pulp, and nowhere near as Profound-n-Beautiful as it thinks it is.	0
121	Inland Empire	David Lynch has out-Lynched himself, and it seems he is out of his mind. In all seriousness though, I did enjoy portions of the film. The bits with Jeremy Irons and the interplay between Dern's character's personal life and the film she is making are really great. However, often it seems as if Lynch is almost parodying himself. He already perfected this story with Mulholland Drive. Even as a big Lynch fan, I was a bit weirded out. An interesting experience to be sure.	2
122	Batman & Robin	If you love Batman, this movie makes you angry.  If you love a tasteful parody, this movie makes you furious at how taste and humor have been pile-driven into the dirt.  This artless, rubber-nippled, shiny explosion of everything annoying will forever be George Clooney's and even Arnold Schwarzenegger's worst film.  It's an obnoxious romp through Joel Schumacher's ADHD Gotham City.  Total crap!	0
123	The Warriors	While definitely filled with the typical 70's-80's movie cheese, it's cheesy 70's-80's done right. It's brimming with personality with its outlandish characters, great pacing and very entertaining fight scenes. Definitely a must see.	2
124	Paths of Glory	Simply stunning. Kubrick provides a harrowing look at the internal mechanics of the military organization. He manages to avoid treading the all too familiar ground of many war movies--the straightforward rejection of the violence and cruelty of war. We know war is violent. We know war is cruel. Kubrick is not one to craft something so simple. This film is a complex drama that defies the boundaries of conventions, while showcasing them with dazzling effect. A masterpiece.	1
125	A Pigeon Sat on a Branch Reflecting on Existence	As much as Andersson's style is unique and intriguing, a third film in the span of 14 years rehashing the exact same format and themes strikes me a sign of stagnation. En duva satt på en gren och funderade på tillvaron seems to be packed with less neat surrealistic twists than the previous two and, although it's still an odd, thought-provoking creature, I feel that Andersson fails to communicate anything truly original.	1
